名称,名称_カナ,名称_英字,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
飯田高等学校駐車場・グラウンド,イイダコウトウガッコウチュウシャジョウ・グラウンド,iidakotogakkochushajo・guraundo,石川県珠洲市野々江町1-1,石川県,珠洲市,野々江町,１ー１,,37.4477671,137.2689101,21.9,0768-82-0240,1,,,,1,,,,,500人2.0㎡あたり1人,,,,,
珠洲市総合病院（3階）,スズシソウゴウビョウイン（サンカイ）,suzushisogobyoin（sankai）,石川県珠洲市野々江町ユ-1-1,石川県,珠洲市,野々江町ユ-,１ー１,,37.44352336,137.270523,13.7,0768-82-6153,1,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
緑丘中学校,ミドリガオカチュウウガッコウ,midorigaokachuugakko,石川県珠洲市野々江町6-1,石川県,珠洲市,野々江町,６ー１,,37.44653448,137.273012,13.3,0768-82-1886,1,1,1,1,1,,,,1,750人2.0㎡あたり1人,,,,,
直小学校（3階）,タダショウガッコウ（サンカイ）,tadashogakko（sankai）,石川県珠洲市野々江町ニ-38-2,石川県,珠洲市,野々江町ニ-,３８ー２,,37.44374092,137.2817308,11.8,0768-82-7725,1,1,1,1,1,,,,,80人2.0㎡あたり1人,,,,,
直公民館,タダコウミンカン,tadakominkan,石川県珠洲市野々江町ホ-80-1,石川県,珠洲市,野々江町ホ-,８０ー１,,37.44386112,137.2801202,4.5,0768-82-7725,1,1,,1,,,,,1,80人2.0㎡あたり1人,,,,,
上水道正院配水池,ジョウスイドウショウインハイスイチ,josuidoshoinhaisuichi,石川県珠洲市熊谷地内,石川県,珠洲市,熊谷地内,,,37.45203681,137.2837838,50.1,0768-82-0250,,,,,1,,,,,50人2.0㎡あたり1人,,,,,
正院小学校,ショウインショウガッコウ,shoinshogakko,石川県珠洲市正院町川尻1-39,石川県,珠洲市,正院町川尻,１ー３９,,37.44578548,137.2965091,11.2,0768-82-0313,,1,,1,,,,,1,400人2.0㎡あたり1人,,,,,
正院公民館,ショウインコウミンカン,shoinkominkan,石川県珠洲市正院町正院22-2-1,石川県,珠洲市,正院町正院,２２ー２ー１,,37.44400158,137.2941486,4.5,0768-82-3798,,1,,1,,,,,1,80人2.0㎡あたり1人,,,,,
勧涛山（かんどやま）,カンドヤマ,kandoyama,石川県珠洲市正院町小路地内,石川県,珠洲市,正院町小路地内,,,37.44809749,137.2944483,19.1,0768-82-7725,,,1,,1,,,,,50人2.0㎡あたり1人,,,,,
殿山,トノヤマ,tonoyama,石川県珠洲市正院町正院地内,石川県,珠洲市,正院町正院地内,,,37.44634709,137.2966316,32.2,0768-82-0404,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
黒瀧城跡地,コクリュウジョウアトチ,kokuryujoatochi,石川県珠洲市正院町川尻地内,石川県,珠洲市,正院町川尻地内,,,37.44449868,137.2989973,33.6,0768-82-0416,,,1,,1,,,,,50人2.0㎡あたり1人,,,,,
旧飯塚保育所,キュウイイヅカホイクショ,kyuiizukahoikusho,石川県珠洲市正院町飯塚は-57,石川県,珠洲市,正院町飯塚は-,57,,37.45988861,137.287075,9,0768-82-7725,,1,,1,,,,,1,80人2.0㎡あたり1人,,,,,
平床集会所,タイラユカシュウカイショ,tairayukashukaisho,石川県珠洲市正院町平床地内,石川県,珠洲市,正院町平床地内,,,37.46150659,137.3049031,35,0768-82-7725,1,,1,,1,,,,,80人2.0㎡あたり1人,,,,,
のとスターラインA,ノトスターラインエー,notosutaraine,石川県珠洲市正院町川尻地内,石川県,珠洲市,正院町川尻地内,,,37.45009845,137.2987641,18.9,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
のとスターラインB,ノトスターラインビー,notosutaraimbi,石川県珠洲市正院町川尻地内,石川県,珠洲市,正院町川尻地内,,,37.4494594,137.3041115,30.9,0768-82-7720,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
のとスターラインC,ノトスターラインシー,notosutarainshi,石川県珠洲市蛸島町地内,石川県,珠洲市,蛸島町地内,,,37.44826694,137.3100767,30.3,0768-82-7720,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
のとスターラインD,ノトスターラインディー,notosutaraindei,石川県珠洲市蛸島町地内,石川県,珠洲市,蛸島町地内,,,37.45032818,137.3191319,23.5,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
のとスターラインE,ノトスターラインイー,notosutaraini,石川県珠洲市蛸島町地内,石川県,珠洲市,蛸島町地内,,,37.44939126,137.3256765,22.7,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
弁天近隣公園,ベンテンキンリンコウエン,bentenkinrinkoen,石川県珠洲市蛸島町地内,石川県,珠洲市,蛸島町地内,,,37.4418421,137.3084294,19.7,0768-82-7725,,,1,,1,,,,,80人2.0㎡あたり1人,,,,,
蛸島小学校（3階）,タコジマショウガッコウ（サンカイ）,takojimashogakko（sankai）,石川県珠洲市蛸島町ワ-69,石川県,珠洲市,蛸島町ワ-,69,,37.4429906,137.3133223,14.3,0768-82-7725,,1,1,1,1,,,,,80人2.0㎡あたり1人,,,,,
蛸島公民館,タコジマコウミンカン,takojimakominkan,石川県珠洲市蛸島町ヨ-139,石川県,珠洲市,蛸島町ヨ-,139,,37.44296118,137.3164477,5.5,0768-82-7725,,1,,1,,,,,1,80人2.0㎡あたり1人,,,,,
市営野球場（観客席）,シエイヤキュウジョウ（カンキャクセキ）,shieiyakyujo（kankyakuseki）,石川県珠洲市蛸島町鉢ケ崎1-4,石川県,珠洲市,蛸島町鉢ケ崎,１ー４,,37.44417382,137.321091,12,0768-82-7725,,,1,,1,,,,,300人2.0㎡あたり1人,,,,,
珠洲ビーチホテル（6階）,スズビーチホテル（ロッカイ）,suzubichihoteru（rokkai）,石川県珠洲市蛸島町1-2-480,石川県,珠洲市,蛸島町,１－２－４８０,,37.44019472,137.3267313,27.7,0768-82-0524,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
山王の森,サンノウノモリ,sannonomori,石川県珠洲市蛸島町地内,石川県,珠洲市,蛸島町地内,,,37.43848005,137.3114126,20,0768-82-3202,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
市道56号線（雲津上野付近）,シドウゴジュウロクゴウセン（クモヅウエノフキン）,shidogojurokugosen（kumozuenofukin）,石川県珠洲市三崎町雲津地内,石川県,珠洲市,三崎町雲津地内,,,37.4487898,137.3349653,21,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
市道56号線（荒池付近）,シドウゴジュウロクゴウセン（アライケフキン）,shidogojurokugosen（araikefukin）,石川県珠洲市三崎町雲津地内,石川県,珠洲市,三崎町雲津地内,,,37.44971328,137.3420762,23.3,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
白山神社（雲津）,シラヤマジンジャ（クモヅ）,shirayamajinja（kumozu）,石川県珠洲市三崎町雲津地内,石川県,珠洲市,三崎町雲津地内,,,37.44387006,137.3452091,23,0768-82-7725,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
市道587号線三叉路（小山田付近）,シドウゴヒャクハチジュウナナゴウセンサンサロ（オヤマダフキン）,shidogohyakuhachijunanagosensansaro（oyamadafukin）,石川県珠洲市三崎町小泊地内,石川県,珠洲市,三崎町小泊地内,,,37.4484909,137.3516443,19.2,0768-82-7725,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
県道28号線,ケンドウニジュウハチゴウセン,kendonijuhachigosen,石川県珠洲市三崎町小泊地内,石川県,珠洲市,三崎町小泊地内,,,37.45017536,137.3562544,19.5,0768-82-7725,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
金沢大学能登学舎（旧小泊小学校）,カナノトガクシャ（キュウコドマリショウガッコウ）,kananotogakusha（kyukodomarishogakko）,石川県珠洲市三崎町小泊33-7,石川県,珠洲市,三崎町小泊,３３ー７,,37.45114409,137.3589721,,0768-82-7725,,1,,1,,,,,1,300人2.0㎡あたり1人,,,,,
小泊共同墓地駐車場,コドマリキョウドウボチチュウシャジョウ,kodomarikyodobochichushajo,石川県珠洲市三崎町小泊地内,石川県,珠洲市,三崎町小泊地内,,,37.45203415,137.3544338,21.8,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
市道56号線（長池付近）,シドウゴジュウロクゴウセン（ナガイケフキン）,shidogojurokugosen（nagaikefukin）,石川県珠洲市三崎町小泊地内,石川県,珠洲市,三崎町小泊地内,,,37.45353316,137.3512419,25.7,0768-82-7725,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
旧伏見葉タバコ乾燥場前,キュウフシミハタバコカンソウジョウマエ,kyufushimihatabakokansojomae,石川県珠洲市三崎町伏見地内,石川県,珠洲市,三崎町伏見地内,,,37.45806885,137.3529538,22,0768-88-2528,,,1,,1,,,,,300人2.0㎡あたり1人,,,,,
高波高台,タカンミコウダン,takammikodan,石川県珠洲市三崎町高波地内,石川県,珠洲市,三崎町高波地内,,,37.46322046,137.3497121,22.5,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
松森神社,マツモリジンジャ,matsumorijinja,石川県珠洲市三崎町引砂地内,石川県,珠洲市,三崎町引砂地内,,,37.4651129,137.345383,20.8,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
みさきデイサービスセンター前,ミサキデイサービスセンターマエ,misakideisabisusentamae,石川県珠洲市三崎町宇治ヲ-7,石川県,珠洲市,三崎町宇治ヲ-,7,,37.46824977,137.3410638,20.6,0768-82-7725,,,1,,1,,,,,50人2.0㎡あたり1人,,,,,
三崎中学校（3階）,ミサキチュウガッコウ（サンカイ）,misakichugakko（sankai）,石川県珠洲市三崎町宇治ヨ-114,石川県,珠洲市,三崎町宇治ヨ-,114,,37.47385496,137.3420873,16.4,0768-82-7725,,1,1,1,1,,,,,100人2.0㎡あたり1人,,,,,
三崎公民館,ミサキコウミンカン,misakikominkan,石川県珠洲市三崎町宇治ヨ-114-13,石川県,珠洲市,三崎町宇治ヨ-,114-13,,37.4741408,137.3418053,9.2,0768-82-7725,,1,,1,,,,,1,80人2.0㎡あたり1人,,,,,
森腰台地,モリコシダンチ,morikoshidanchi,石川県珠洲市三崎町森腰地内,石川県,珠洲市,三崎町森腰地内,,,37.478815,137.3343679,25,0768-82-7725,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
粟津井田地内,アワズイダチナイ,awazuidachinai,石川県珠洲市三崎町粟津地内,石川県,珠洲市,三崎町粟津地内,,,37.48324026,137.3266736,10.2,0768-88-2423,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
林道粟津線,リンドウアワズセン,rindoawazusen,石川県珠洲市三崎町粟津地内,石川県,珠洲市,三崎町粟津地内,,,37.48639025,137.3330733,12.5,0768-88-2049,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
粟津遠山,アワズトオヤマ,awazutoyama,石川県珠洲市三崎町粟津地内,石川県,珠洲市,三崎町粟津地内,,,37.48526649,137.3349455,28.2,0768-82-7725,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
粟津帆上,アワズホジョウ,awazuhojo,石川県珠洲市三崎町粟津地内,石川県,珠洲市,三崎町粟津地内,,,37.48679889,137.3371986,27,0768-82-7725,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
みさき小学校,ミサキショウガッコウ,misakishogakko,石川県珠洲市三崎町粟津ロ-10-1,石川県,珠洲市,三崎町粟津ロ-,１０ー１,,37.48685848,137.3391244,8.15,0768-82-7725,,1,,1,,,,,1,350人2.0㎡あたり1人,,,,,
大浜田尻上野,オオハマタジリウエノ,ohamatajiriueno,石川県珠洲市三崎町寺家地内,石川県,珠洲市,三崎町寺家地内,,,37.48983352,137.3400108,24.6,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
げんべい坂,ゲンベイザカ,gembeizaka,石川県珠洲市三崎町寺家地内,石川県,珠洲市,三崎町寺家地内,,,37.49277976,137.340876,25.9,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
川上本町集会所,カワカミホンマチシュウカイジョ,kawakamihommachishukaijo,石川県珠洲市三崎町寺家地内,石川県,珠洲市,三崎町寺家地内,,,37.4958953,137.3423995,19.6,0768-88-2019,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
下出集会場,シモイデシュウカイジョ,shimoideshukaijo,石川県珠洲市三崎町寺家地内,石川県,珠洲市,三崎町寺家地内,,,37.4979758,137.347739,22.7,0768-82-7725,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
須々神社,ススジンジャ,susujinja,石川県珠洲市三崎町寺家地内,石川県,珠洲市,三崎町寺家地内,,,37.4982574,137.3462258,21,0768-82-7725,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
専称寺,センショウジ,senshoji,石川県珠洲市三崎町寺家地内,石川県,珠洲市,三崎町寺家地内,,,37.5021946,137.3489335,22.2,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
塩津上野集会所,シオツウエノシュウカイジョ,shiotsuenoshukaijo,石川県珠洲市三崎町寺家地内,石川県,珠洲市,三崎町寺家地内,,,37.50358145,137.3491157,25,0768-82-7725,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
旧本小学校,キュウモトショウガッコウ　タイイクカン,kyumotoshogakko　taiikukan,石川県珠洲市三崎町本17-47,石川県,珠洲市,三崎町本,17-47,,37.46697457,137.321699,18.7,0768-82-7725,,1,,1,,,,,1,300人2.0㎡あたり1人,,,,,
県道28号線（狼煙ポケットパーク）,ケンドウニジュウハチゴウセン（ノロシポケットパーク）,kendonijuhachigosen（noroshipokettopaku）,石川県珠洲市狼煙町地内,石川県,珠洲市,狼煙町地内,,,37.51869972,137.3289187,28.8,0768-82-7725,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
狼煙館裏山,ノロシカンウラヤマ,noroshikanurayama,石川県珠洲市狼煙町地内,石川県,珠洲市,狼煙町地内,,,37.52342454,137.3250456,30.5,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
禄剛崎灯台台地,ロッコウサキトウダイダンチ,rokkosakitodaidanchi,石川県珠洲市狼煙町地内,石川県,珠洲市,狼煙町地内,,,37.52885953,137.3259468,42.6,0768-82-7761,,,1,,1,,,,,500人2.0㎡あたり1人,,,,,
狼煙運動公園,ノロシウンドウコウエン,noroshiundokoen,石川県珠洲市狼煙町地内,石川県,珠洲市,狼煙町地内,,,37.5265069,137.3189409,31.2,0768-82-7725,,,1,,1,,,,,50人2.0㎡あたり1人,,,,,
狼煙林道,ノロシリンドウ,noroshirindo,石川県珠洲市狼煙町地内,石川県,珠洲市,狼煙町地内,,,37.52611975,137.3165269,28,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
市道246号線,シドウニヒャクヨンジュウロクゴウセン,shidonihyakuyonjurokugosen,石川県珠洲市川浦町地内,石川県,珠洲市,川浦町地内,,,37.52639203,137.3053743,60.6,0768-82-7725,,,1,,1,,,,,80人2.0㎡あたり1人,,,,,
等覚寺,トウガクジ,togakuji,石川県珠洲市川浦町1-3,石川県,珠洲市,川浦町,１ー３,,37.52667282,137.3041887,19.4,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
県道28号線（川浦バス停）,ケンドウニジュウハチゴウセン（カワウラバステイ）,kendonijuhachigosen（kawaurabasutei）,石川県珠洲市川浦町地内,石川県,珠洲市,川浦町地内,,,37.52484647,137.2997487,26.9,0768-82-7725,,,1,,1,,,,,50人2.0㎡あたり1人,,,,,
旧日置小中学校,キュウヒオキショウチュウガッコウ,kyuhiokishochugakko,石川県珠洲市折戸町ヌ-8,石川県,珠洲市,折戸町ヌ-,8,,37.52589275,137.2834413,28,0768-82-7725,,,1,,1,,,,,200人2.0㎡あたり1人,,,,,
日置公民館,ヒオキコウミンカン,hiokikominkan,石川県珠洲市折戸町チ-34,石川県,珠洲市,折戸町チ-,34,,37.5254254,137.2813426,4,0768-82-7725,,1,,1,,,,,1,80人2.0㎡あたり1人,,,,,
市道252号線（折戸）,シドウニヒャクゴジュウニゴウセン（オリト）,shidonihyakugojunigosen（orito）,石川県珠洲市折戸町地内,石川県,珠洲市,折戸町地内,,,37.5228258,137.278785,23.4,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
県道28号線（木の浦隧道待避所）,ケンドウニジュウハチゴウセン（キノウラスイドウタイヒジョ）,kendonijuhachigosen（kinorasuidotaihijo）,石川県珠洲市折戸町地内,石川県,珠洲市,折戸町地内,,,37.52976368,137.2753262,36.5,0768-82-7725,,,1,,1,,,,,80人2.0㎡あたり1人,,,,,
木ノ浦ビレッジ駐車場,キノウラビレッジチュウシャジョウ,kinorabirejjichushajo,石川県珠洲市折戸町ホ-25-1,石川県,珠洲市,折戸町ホ-,２５ー１,,37.52706648,137.2664427,33.6,0768-86-2509,,,1,,1,,,,,400人2.0㎡あたり1人,,,,,
新保山出①,シンボヤマイデイチ,shimboyamaideichi,石川県珠洲市高屋町地内,石川県,珠洲市,高屋町地内,,,37.51803827,137.2404912,34.3,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
新保山出②,シンボヤマイデニ,shimboyamaideni,石川県珠洲市高屋町地内,石川県,珠洲市,高屋町地内,,,37.51810635,137.2461882,70.9,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
市道253-1号線（角内出）,シドウニヒャクゴジュウサンノイチゴウセン（カドウチデ）,shidonihyakugojusannoichigosen（kadochide）,石川県珠洲市高屋町地内,石川県,珠洲市,高屋町地内,,,37.51888073,137.2379377,40,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
円龍寺,エンリュウウジ,enryuuji,石川県珠洲市高屋町地内,石川県,珠洲市,高屋町地内,,,37.51747663,137.2354701,16.2,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
市道268号線,シドウニヒャクロクジュウハチゴウセン,shidonihyakurokujuhachigosen,石川県珠洲市高屋町地内,石川県,珠洲市,高屋町地内,,,37.51520449,137.2343436,31.2,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
新地谷地内①,シンチダニチナイイチ,shinchidanichinaiichi,石川県珠洲市馬緤町地内,石川県,珠洲市,馬緤町地内,,,37.51145782,137.2220108,32.8,0768-82-7725,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
新地谷地内②,シンチダニチナイニ,shinchidanichinaini,石川県珠洲市馬緤町地内,石川県,珠洲市,馬緤町地内,,,37.51031106,137.2215709,35.1,0768-82-7725,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
市道38号線,シドウサンジュウハチゴウセン,shidosanjuhachigosen,石川県珠洲市馬緤町地内,石川県,珠洲市,馬緤町地内,,,37.50731518,137.2169168,17.1,0768-82-7725,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
守禅寺,シュゼンジ,shuzenji,石川県珠洲市馬緤町地内,石川県,珠洲市,馬緤町地内,,,37.5051832,137.2124643,16.3,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
市道272号線,シドウニヒャクナナジュウニゴウセン,shidonihyakunanajunigosen,石川県珠洲市馬緤町地内,石川県,珠洲市,馬緤町地内,,,37.5040895,137.211209,22.2,0768-82-7725,,,1,,1,,,,,50人2.0㎡あたり1人,,,,,
馬緤児童公園,マツナギジドウコウエン,matsunagijidokoen,石川県珠洲市馬緤町地内,石川県,珠洲市,馬緤町地内,,,37.50469806,137.2066386,38.4,0768-82-7725,,,1,,1,,,,,80人2.0㎡あたり1人,,,,,
本光寺,ホンコウジ,honkoji,石川県珠洲市馬緤町地内,石川県,珠洲市,馬緤町地内,,,37.506294,137.2008879,33.1,0768-82-7725,,,1,,1,,,,,50人2.0㎡あたり1人,,,,,
国道249号線（大谷峠登り口（大谷側））,コクドウニヒャクヨンジュウキュウゴウセン（オオタニトウゲノボリグチ（オオタニ,kokudonihyakuyonjukyugosen（otanitogenoboriguchi（otani,石川県珠洲市馬緤町地内,石川県,珠洲市,馬緤町地内,,,37.4979286,137.1830442,18,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
高山,タカヤマ,takayama,石川県珠洲市大谷町地内,石川県,珠洲市,大谷町地内,,,37.49920107,137.2009681,17.1,0768-82-7725,,,1,,1,,,,,80人2.0㎡あたり1人,,,,,
大谷小中学校,オオタニシュオチュウガッコウ,otanishuochugakko,石川県珠洲市大谷町1-78,石川県,珠洲市,大谷町,１ー７８,,37.50005079,137.1763511,13.1,0768-82-7725,,1,,1,,,,,1,500人2.0㎡あたり1人,,,,,
旧西部小学校跡地,キュウセイブショウガッコウアトチ,kyuseibushogakkoatochi,石川県珠洲市大谷町2-47甲,石川県,珠洲市,大谷町,2-47甲,,37.50128228,137.171472,44.1,0768-82-7725,,,1,1,1,,,,,500人2.0㎡あたり1人,,,,,
大谷公民館,オオタニコウミンカン,otanikominkan,石川県珠洲市大谷町2-57-4,石川県,珠洲市,大谷町,2-57-4,,37.50165905,137.1741111,5.3,0768-82-7725,,1,,1,,,,,1,80人2.0㎡あたり1人,,,,,
廣栄寺,コウエイジ,koeiji,石川県珠洲市大谷町地内,石川県,珠洲市,大谷町地内,,,37.49861375,137.1720406,15.6,0768-87-2019,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
市道284号線（末光山）,シドウニヒャクハチジュウヨンゴウセン（スエコウヤマ）,shidonihyakuhachijuyongosen（suekoyama）,石川県珠洲市長橋町地内,石川県,珠洲市,長橋町地内,,,37.5014987,137.1658465,32.4,0768-82-7725,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
曹源寺,ソウゲンジ,sogenji,石川県珠洲市長橋町地内,石川県,珠洲市,長橋町地内,,,37.49866003,137.1539428,35.2,0768-87-2222,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
市道244号線（抜鉾神社裏道）,シドウニヒャクヨンジュウヨンゴウセン（ヌキホコジンジャリドウ）,shidonihyakuyonjuyongosen（nukihokojinjarido）,石川県珠洲市片岩町地内,石川県,珠洲市,片岩町地内,,,37.49586977,137.1416581,26.7,0768-82-7725,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
海蔵寺,カイゾウジ,kaizoji,石川県珠洲市片岩町地内,石川県,珠洲市,片岩町地内,,,37.49220091,137.1303391,26.9,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
白山神社（清水）,シラヤマジンジャ（シミズ）,shirayamajinja（shimizu）,石川県珠洲市清水町地内,石川県,珠洲市,清水町地内,,,37.4882677,137.1199935,39.5,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
農道大谷525号線,ノウドウオオタニゴヒャクニジュウゴゴウセン,nodootanigohyakunijugogosen,石川県珠洲市清水町地内,石川県,珠洲市,清水町地内,,,37.48526892,137.1162166,37.9,0768-82-7725,,,1,,1,,,,,100人2.0㎡あたり1人,,,,,
林道仁江線,リンドウジンエセン,rindojinesen,石川県珠洲市仁江町地内,石川県,珠洲市,仁江町地内,,,37.48236153,137.1091249,27.2,0768-82-7725,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
白山神社（真浦）,シラヤマジンジャ（マウラ）,shirayamajinja（maura）,石川県珠洲市真浦町地内,石川県,珠洲市,真浦町地内,,,37.47286382,137.0950433,30.2,0768-82-7725,,,1,,1,,,,,150人2.0㎡あたり1人,,,,,
加賀市立錦城小学校運動場,カガシリツキンジョウショウガッコウウンドウジョウ,kagashiritsukinjoshogakkoundojo,大聖寺八間道５７,石川県,加賀市,大聖寺八間道,57,,36.30804193,136.307084,4.3,0768-82-7725,,,,1,1,1,1,,,4247,,,,,
加賀市立錦城東小学校運動場,カガシリツキンジョウヒガシショウガッコウウンドウジョウ,kagashiritsukinjohigashishogakkoundojo,大聖寺敷地ワ１３,石川県,加賀市,大聖寺敷地ワ,13,,36.31257557,136.3236371,5.5,0768-82-7725,,1,,1,1,1,1,,,3595,,,,,
加賀市立錦城中学校運動場,カガシリツキンジョウチュウガッコウウンドウジョウ,kagashiritsukinjochugakkoundojo,大聖寺地方町６乙７４－１,石川県,加賀市,大聖寺地方町６乙,74ー１,,36.30091808,136.3033643,11.8,0768-82-7725,1,1,,1,1,1,1,,,6034,,,,,
加賀体育館駐車場,カガタイイクカンチュウシャジョウ,kagataiikukanchushajo,大聖寺東町２丁目３－１,石川県,加賀市,大聖寺東町2丁目,３ー１,,36.30400412,136.318064,4.2,0761-72-0269,,1,,1,1,1,1,,,197,,,,,
石川県立大聖寺高等学校運動場,イシカワケンリツダイショウジコウトウガッコウウンドウジョウ,ishikawakenritsudaishojikotogakkoundojo,大聖寺永町３３－１,石川県,加賀市,大聖寺永町,３３ー１,,36.30882568,136.3189287,5.1,0761-72-3234,1,1,,1,1,1,1,,,3603,,,,,
石川県立大聖寺実業高等学校運動場,イシカワケンリツダイショウジジツギョウコウトウガッコウウンドウジョウ,ishikawakenritsudaishojijitsugyokotogakkoundojo,熊坂町ヲ７７,石川県,加賀市,熊坂町ヲ,77,,36.29727186,136.3052463,26.5,0761-72-1515,1,1,,1,1,1,1,,,3475,,,,,
石川県立加賀聖城高等学校運動場,イシカワケンリツカガセイジンシロコウトウガッコウウンドウジョウ,ishikawakenritsukagaseijinshirokotogakkoundojo,大聖寺馬場町２８,石川県,加賀市,大聖寺馬場町,28,,36.30628422,136.3068453,4.2,0761-73-2664,,,,1,1,1,1,,,2916,,,,,
加賀市大聖寺テニスコート,カガシダイショウジテニスコート,kagashidaishojitenisukoto,大聖寺八間道３０ー２,石川県,加賀市,大聖寺八間道,３０ー２,,36.30666383,136.3077366,3.9,0761-72-0054,,1,,1,1,1,1,,,1334,,,,,
大聖寺ふれあい広場古九谷の杜,ダイショウジフレアイヒロバフルクタニノモリ,daishojifureaihirobafurukutaninomori,大聖寺地方町１－１－１,石川県,加賀市,大聖寺地方町,１ー１ー１,,36.30179937,136.3105537,21.3,0761-72-0715,1,1,,1,1,1,1,,,－,,,,,
加賀市立山代小学校運動場,カガシリツヤマシロショウガッコウウンドウジョウ,kagashiritsuyamashiroshogakkoundojo,山代温泉山背台２丁目４４－１,石川県,加賀市,山代温泉山背台2丁目,44ー1,,36.2925431,136.3574228,22.6,0761-72-0297,1,1,,1,1,1,1,,,2366,,,,,
加賀市立山代中学校運動場,カガシリツヤマシロナカショウガッコウウンドウジョウ,kagashiritsuyamashironakashogakkoundojo,上野町エ４５－２,石川県,加賀市,上野町エ,４５ー２,,36.29887857,136.3731263,24.9,-,1,1,,1,1,1,1,,,5796,,,,,
山代グラウンド,ヤマシログラウンド,yamashiroguraundo,山代温泉１６－１０６０,石川県,加賀市,山代温泉,16-1060,,36.29228765,136.3655717,42.7,-,1,,,1,1,1,1,,,2788,,,,,
松籟公園,ショウライコウエン,shoraikoen,山代温泉１６－１０６０,石川県,加賀市,山代温泉,16-1060,,36.29149205,136.3669129,27.8,0761-76-0146,1,1,,1,1,1,1,,,－,,,,,
桔梗ケ丘広場,キキョウケオカヒロバ,kikyokeokahiroba,山代温泉桔梗ｹ丘３丁目４７－２,石川県,加賀市,山代温泉桔梗ｹ丘3丁目,４７ー２,,36.28600926,136.3556705,29.9,0761-76-0044,1,1,,1,1,1,1,,,1636,,,,,
