名称,名称_カナ,名称_英字,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
西部グラウンド,セイブグラウンド,seibuguraundo,石川県七尾市小島町西１－１,石川県,七尾市,小島町西,１ー１,,37.04430457,136.9520032,15,0767-52-5432,1,1,1,1,1,1,1,,,"屋内0人／屋外3,000人(面積の1/2)",,,,,
旧　御祓中学校　運動場,キュウ　ミソギチュウガッコウ（ウンドウジョウ）,kyu　misogichugakko（undojo）,石川県七尾市小島町ル４２,石川県,七尾市,小島町ル,42,,36.9945304,137.0519353,4,0767-53-4242,1,1,1,1,1,1,1,,,"屋内0人／屋外6,325人(面積の1/2)",,,,,
つつじが浜児童公園,ツツジガハマジドウコウエン,tsutsujigahamajidokoen,石川県七尾市つつじが浜３－６２,石川県,七尾市,つつじが浜,３ー６２,,37.0541798,136.9596573,1,0767-53-7687,1,1,,1,,1,1,,,"屋内0人／屋外1,000人(面積の1/2)",,,,,
西湊公園,ニシミナトコウエン,nishiminatokoen,石川県七尾市津向町ヘ８３,石川県,七尾市,津向町ヘ,83,,37.05752683,136.9509134,4,0767-53-8747,1,1,1,1,1,1,1,,,"屋内0人／屋外2,090人(面積の1/2)",,,,,
エレガンテなぎの浦（４F）,エレガンテナギノウラ（ヨンカイ）,eregantenaginora（yonkai）,石川県七尾市津向町ト１０７－４,石川県,七尾市,津向町ト,１０７ー４,,37.0565098,136.955162,15,0767-53-8434,,,1,,1,,,,,"屋内4,810人／屋外0人(面積の1/1)",,,,,
七尾西湊合同庁舎（４F）,ナナオニシミナトゴウドウチョウシャ（ヨンカイ）,nanaonishiminatogodochosha（yonkai）,石川県七尾市小島町大開地３－７,石川県,七尾市,小島町大開地,３ー７,,37.05510344,136.9548666,10,0767-53-8429,,,1,,1,,,,,屋内447人／屋外0人(面積の1/1),,,,,
石崎小学校,イシザキショウガッコウ,ishizakishogakko,石川県七尾市石崎町子４０,石川県,七尾市,石崎町子,40,,37.07539613,136.9304303,2,0767-53-8429,1,1,1,1,1,1,1,,1,"屋内100人／屋外4,560人(面積の1/2)",,,,,
能登香島中学校,ノトカオシマチュウガッコウ,notokaoshimachugakko,石川県七尾市石崎町香島１－９６,石川県,七尾市,石崎町香島,１ー９６,,37.08027232,136.9277111,2,0767-52-0223,1,1,1,1,1,1,1,,1,"屋内815人／屋外5,600人(面積の1/2)",,,,,
和倉温泉運動公園,ワクラオンセンウンドウコウエン（タモクテキグラウンド、ヨットハーバー）,"wakuraonsenundokoen（tamokutekiguraundo、yottohaba）",石川県七尾市石崎町チ３２－１,石川県,七尾市,石崎町チ,３２ー１,,37.08540404,136.9287069,3,0767-52-3382,1,1,,1,,1,1,,1,"屋内88人／屋外22,520人(面積の1/2)",,,,,
和倉地区コミュニティセンター,ワクラチクコミュニティセンター,wakurachikukomyuniteisenta,石川県七尾市和倉町ク１５－３,石川県,七尾市,和倉町ク,１５ー３,,37.08551521,136.917208,11,0767-62-2072,1,1,1,1,1,1,1,,1,屋内90人／屋外1570人(面積の1/2),,,,,
和倉小学校,ワクラショウガッコウ,wakurashogakko,石川県七尾市和倉町ひばり３－９０,石川県,七尾市,和倉町ひばり,３ー９０,,37.08298126,136.9180105,17,0767-62-2837,1,1,1,1,1,1,1,,1,"屋内396人／屋外3,600人(面積の1/2)",,,,,
和倉温泉お祭り会館,ワクラオンセンオマツリリカイカン,wakuraonsenomatsuririkaikan,石川県七尾市和倉町２－１３－１,石川県,七尾市,和倉町,２ー１３ー１,,37.086596,136.918707,3.2,0767-62-0999,1,1,1,1,1,1,1,,1,"屋内406人／屋外5,252人(面積の1/2)",,,,,
わくわくプラザ,ワクワクプラザ,wakuwakupuraza,石川県七尾市和倉町ヨ１０９,石川県,七尾市,和倉町ヨ,109,,37.09077972,136.9161805,1,0767-62-2084,1,1,,1,,1,1,,,"屋内0人／屋外1,900人(面積の1/2)",,,,,
和倉１号児童公園,ワクライチゴウジドウコウエン,wakuraichigojidokoen,石川県七尾市和倉町ひばり２－９０,石川県,七尾市,和倉町ひばり,２ー９０,,37.08392205,136.9227129,6,0767-62-2070,1,1,1,1,1,1,1,,,"屋内0人／屋外7,632人(面積の1/2)",,,,,
和倉温泉湯っ足りパーク,ワクラオンセンユッアシリパーク,wakuraonsenyuaashiripaku,石川県七尾市和倉町ひばり１,石川県,七尾市,和倉町ひばり,1,,37.0875043,136.9240277,1,0767-62-4332,1,1,,1,,1,1,,,"屋内0人／屋外7,380人(面積の1/2)",,,,,
南大呑地区コミュニティセンター,ミナミオオノミチクコミュニティセンター,minamionomichikukomyuniteisenta,石川県七尾市黒崎町関上野３４２－８,石川県,七尾市,黒崎町関上野,３４２－８,,36.98311557,137.0489581,39,0767-53-8456,1,1,1,1,1,1,1,,1,屋内110人／屋外0人(面積の1/2),,,,,
旧　有磯小学校,キュウ　アリイソショウガッコウ（ウンドウジョウ）,kyu　ariisoshogakko（undojo）,石川県七尾市黒崎町ヲ１００－１,石川県,七尾市,黒崎町ヲ,１００－１,,36.9945304,137.0519353,39,0767-53-8429,1,1,1,1,1,1,1,,,"屋内0人／屋外3,643人(面積の1/2)",,,,,
旧　涛南中学校,キュウ　トウナンチュウガッコウ,kyu　tonanchugakko,石川県七尾市黒崎町サ２０－１,石川県,七尾市,黒崎町サ,２０ー１,,36.9945304,137.0519353,35,0767-62-0999,1,1,1,1,1,1,1,,1,"屋内429人／屋外3,500人(面積の1/2)",,,,,
北大呑地区コミュニティセンター,キタオオノチクコミュニティセンター,kitaonochikukomyuniteisenta,石川県七尾市庵町ウ２３－２,石川県,七尾市,庵町ウ,23ー２,,37.04067398,137.0460603,16,0767-59-1111,1,1,1,1,1,1,1,,1,屋内332人／屋外0人(面積の1/2),,,,,
大呑放課後児童クラブ,オオノミホウカゴジドウクラブ,onomihokagojidokurabu,石川県七尾市庵町ヨ３１,石川県,七尾市,庵町ヨ,31,,37.02630664,137.0484738,8,0767-53-8434,1,1,1,1,1,1,1,,1,屋内115人／屋外284人(面積の1/2),,,,,
崎山地区コミュニティセンター,サキヤマチクコミュニティセンター,sakiyamachikukomyuniteisenta,石川県七尾市鵜浦町下１３－２,石川県,七尾市,鵜浦町下,１３ー２,,37.09718,137.046416,2,0767-53-8434,,1,,1,,1,,,1,"屋内523人／屋外3,589人(面積の1/2)",,,,,
旧　北嶺中学校,キュウ　ホクレイチュウガッコウ,kyu　hokureichugakko,石川県七尾市湯川町３－６８－２,石川県,七尾市,湯川町,３ー６８ー２,,36.9945304,137.0519353,33,0767-59-1124,1,1,1,1,1,1,1,,1,"屋内905人／屋外4,939人(面積の1/2)",,,,,
高階地区コミュニティセンター,タカシナチクコミュニティセンター,takashinachikukomyuniteisenta,石川県七尾市町屋町ホ５５,石川県,七尾市,町屋町ホ,55,,37.0327357,136.9019601,8,0767-59-1114,1,1,,1,,1,1,,1,"屋内415人／屋外4,718人(面積の1/2)",,,,,
旧　高階保育園,キュウ　タカシナホイクエン,kyu　takashinahoikuen,石川県七尾市池崎町い２３,石川県,七尾市,池崎町い,23,,36.9945304,137.0519353,9,0767-58-1111,,,,1,,1,,,1,屋内146人／屋外636人(面積の1/2),,,,,
田鶴浜地区コミュニティセンター,タツルハマチクコミュニティセンター,tatsuruhamachikukomyuniteisenta,石川県七尾市垣吉町へ２４,石川県,七尾市,垣吉町へ,24,,37.05977745,136.8949965,13,0767-58-1213,1,1,1,1,1,1,1,,1,"屋内483人／屋外2,350人(面積の1/2)",,,,,
田鶴浜小学校,タツルハマショウガッコウ,tatsuruhamashogakko,石川県七尾市田鶴浜町ホ３６５,石川県,七尾市,田鶴浜町ホ,365,,37.05943238,136.8919372,18,0767-57-3239,1,1,1,1,1,1,1,,1,"屋内239人／屋外14,084人(面積の1/2)",,,,,
県立田鶴浜高等学校,ケンリツタツルハマコウトウガッコウ,kenritsutatsuruhamakotogakko,石川県七尾市上野ヶ丘町５９,石川県,七尾市,上野ヶ丘町,59,,37.05936651,136.8832862,14,0767-53-8419,1,1,1,1,1,1,1,,1,"屋内1,065人／屋外2,210人（面積の1/2）",,,,,
田鶴浜勤労者体育センター,タツルハマキンロウシャタイイクセンター,tatsuruhamakinroshataiikusenta,石川県七尾市田鶴浜町二１１７,石川県,七尾市,田鶴浜町二,117,,37.06130041,136.8936229,15,0767-68-3336,1,1,1,1,1,1,1,,1,屋内230人／屋外0人(面積の1/2),,,,,
田鶴浜体育館,タツルハマタイイクカン,tatsuruhamataiikukan,石川県七尾市田鶴浜町二１４４,石川県,七尾市,田鶴浜町二,144,,37.060241,136.892649,14,0767-68-3111,1,1,1,1,1,1,1,,1,屋内720人／屋外0人(面積の1/2),,,,,
田鶴浜武道館,タツルハマブドウカン,tatsuruhamabudokan,石川県七尾市田鶴浜町二６３,石川県,七尾市,田鶴浜町二,63,,37.06120195,136.8927539,13,0767-68-3116,1,1,1,1,1,1,1,,1,屋内250人／屋外0人(面積の1/2),,,,,
健康福祉プラザさつき苑,ケンコウフクシプラザサツキエン,kenkofukushipurazasatsukien,石川県七尾市田鶴浜町ハ３,石川県,七尾市,田鶴浜町ハ,3,,37.06234671,136.8893945,3,0767-68-3336,1,1,1,1,1,1,1,,1,屋内110人／屋外0人(面積の1/2),,,,,
田鶴浜多目的グラウンド,タツルハマタモクテキグラウンド,tatsuruhamatamokutekiguraundo,石川県七尾市垣吉町ヘ２４,石川県,七尾市,垣吉町ヘ,24,,37.0608605,136.895769,9,0767-68-3803,1,1,1,1,1,1,1,,,"屋内0人／屋外4,370人(面積の1/2)",,,,,
田鶴浜地区コミュニティセンター相馬分館,タツルハマチクコミュニティセンターソウマブンカン,tatsuruhamachikukomyuniteisentasomabunkan,石川県七尾市伊久留町ム２,石川県,七尾市,伊久留町ム,2,,37.0294117,136.8896401,9,0767-68-3803,1,1,,1,,1,1,,1,"屋内316人／屋外2,100人(面積の1/2)",,,,,
田鶴浜地区コミュニティセンター金ヶ崎分館（駐車場）,タツルハマチクコミュニティセンターカナガサキブンカン（チュウシャジョウ）,tatsuruhamachikukomyuniteisentakanagasakibunkan（chushajo）,石川県七尾市大津町ク３１,石川県,七尾市,大津町ク,31,,37.06812039,136.8535235,2,0767-68-3230,,,1,1,1,1,,,,"屋内0人／屋外1,500人(面積の1/2)",,,,,
ふれあい交流館,フレアイコウリュウカン キンガサキ,fureaikoryukan kingasaki,石川県七尾市大津町７－１１２,石川県,七尾市,大津町,7-112,,37.06973686,136.8461845,1,0767-68-3803,,1,1,1,1,1,,,,屋内199人／屋外619人(面積の1/2),,,,,
中島地区コミュニティセンター西岸分館,ナカジマチクコミュニティセンターニシギシブンカン,nakajimachikukomyuniteisentanishigishibunkan,石川県七尾市中島町小牧タ１８－１,石川県,七尾市,中島町小牧タ,18ー１,,37.14221587,136.872366,9,0767-68-3525,1,1,1,1,1,1,1,,1,屋内110人／屋外841人(面積の1/2),,,,,
旧　西岸小学校,キュウ　ニシキシショウガッコウ,kyu　nishikishishogakko,石川県七尾市中島町外２－１,石川県,七尾市,中島町外,２ー１,,36.9945304,137.0519353,2,0767-68-3114,1,1,1,1,1,1,1,,1,"屋内366人／屋外3,350人(面積の1/2)",,,,,
中島地区コミュニティセンター釶打分館,ナカジマチクコミュニティセンターナタウチブンカン,nakajimachikukomyuniteisentanatauchibunkan,石川県七尾市中島町西谷内ヘ９８,石川県,七尾市,中島町西谷内ヘ,98,,37.15037902,136.8115892,40,0767-68-3539,1,1,,1,,1,1,,1,屋内387人／屋外493人(面積の1/2),,,,,
中島釶打農林漁家高齢者センター,ナカジマシウノウリンギョカコウレイシャセンター,nakajimashiunoringyokakoreishasenta,石川県七尾市中島町藤瀬３－１２２－１,石川県,七尾市,中島町藤瀬,３－１２２ー１,,37.14355151,136.8179521,24,0767-66-0170,1,1,,1,,1,1,,1,屋内80人／屋外0人(面積の1/2),,,,,
中島体育館,ナカジマタイイクカン,nakajimataiikukan,石川県七尾市中島町中島甲６３－１,石川県,七尾市,中島町中島甲,６３ー１,,37.12286802,136.8526304,6,0767-53-8434,1,1,1,1,1,1,1,,1,屋内833人／屋外0人(面積の1/2),,,,,
中島文化センター,ナカジマブンカセンター,nakajimabunkasenta,石川県七尾市中島町中島上９,石川県,七尾市,中島町中島上,9,,37.12197596,136.8537019,3,0767-66-0099,1,,1,1,1,1,1,,1,屋内651人／屋外0人(面積の1/2),,,,,
中島中学校（運動場）,ナカジマチュウガッコウ（ウンドウジョウ）,nakajimachugakko（undojo）,石川県七尾市中島町中島甲１４,石川県,七尾市,中島町中島甲,14,,37.12180091,136.8521967,4,0767-53-5010,1,1,1,1,1,1,1,,,"屋内0人／屋外2,286人(面積の1/2)",,,,,
中島集いの広場,ナカジマツドイノヒロバ,nakajimatsudoinohiroba,石川県七尾市中島町中島甲８０,石川県,七尾市,中島町中島甲,80,,37.12244494,136.8531781,6,0767-66-1212,1,1,1,1,1,1,1,,,"屋内0人／屋外1,350人(面積の1/2)",,,,,
中島小学校,ナカジマショウガッコウ,nakajimashogakko,石川県七尾市中島町上町チ２６－２,石川県,七尾市,中島町上町チ,２６ー２,,37.12158291,136.8426196,19,0767-66-2323,1,1,1,1,1,1,1,,1,"屋内360人／屋外8,232人(面積の1/2)",,,,,
中島地区コミュニティセンター熊木分館,ナカジマチクコミュニティセンタークマキブンカン,nakajimachikukomyuniteisentakumakibunkan,石川県七尾市中島町上町ヲ１１３,石川県,七尾市,中島町上町ヲ,113,,37.12669439,136.8434716,6,0767-66-0029,1,1,1,1,1,1,1,,1,屋内112人／屋外0人(面積の1/2),,,,,
中島お祭り資料館・伝承館,ナカジマオマツリシリョウカン・デンショウカン,nakajimaomatsurishiryokan・denshokan,石川県七尾市中島町横田１－１４８,石川県,七尾市,中島町横田,１ー１４８,,37.12917936,136.8324238,8,0767-66-1212,,1,1,1,1,1,,,1,"屋内80人／屋外4,000人(面積の1/2)",,,,,
宮前農村公園,ミヤマエノウソンコウエン,miyamaenosonkoen,石川県七尾市中島町宮前甲１０,石川県,七尾市,中島町宮前甲,10,,37.12893986,136.8335503,8,0767-66-0055,,1,1,1,1,1,,,,"屋内0人／屋外3,356人(面積の1/2)",,,,,
中島地区コミュニティセンター豊川分館,ナカジマチクコミュニティセンタートヨカワブンカン,nakajimachikukomyuniteisentatoyokawabunkan,石川県七尾市中島町豊田町ル１３－１,石川県,七尾市,中島町豊田町ル,１３ー１,,37.10080169,136.833954,3,0767-66-1567,1,1,1,1,1,1,1,,1,"屋内378人／屋外4,500人(面積の1/2)",,,,,
中島健康福祉センターすこやか,ナカジマケンコウフクシセンタースコヤカ,nakajimakenkofukushisentasukoyaka,石川県七尾市中島町河崎ヌ５０－１,石川県,七尾市,中島町河崎ヌ,５０ー１,,37.10699768,136.8475366,3,0767-66-2200,1,1,1,1,1,1,1,,1,"屋内201人／屋外2,002人(面積の1/2)",,,,,
中島地区コミュニティセンター笠師保分館,ナカジマチクコミュニティセンターカサシホブンカン,nakajimachikukomyuniteisentakasashihobunkan,石川県七尾市中島町笠師ミ６３,石川県,七尾市,中島町笠師ミ,63,,37.09533354,136.8578042,3,0767-53-5010,1,1,1,1,1,1,1,,1,屋内129人／屋外0人(面積の1/2),,,,,
旧　笠師保小学校,キュウ　カサシホショウガッコウ,kyu　kasashihoshogakko,石川県七尾市中島町笠師ワ２２,石川県,七尾市,中島町笠師ワ,22,,36.9945304,137.0519353,2,0767-66-6799,1,1,1,1,1,1,1,,,"屋内250人／屋外2,685人(面積の1/2)",,,,,
能登島地区コミュニティセンター,ノトジマチクコミュニティセンター,notojimachikukomyuniteisenta,石川県七尾市能登島向田町ろ８－１,石川県,七尾市,能登島向田町ろ,８ー１,,37.12605025,136.9965011,12,0767-66-0001,1,1,1,1,1,1,1,,1,屋内96人／屋外0人(面積の1/2),,,,,
能登島生涯学習総合センター,ノトジマショウガイガクシュウソウゴウセンター,notojimashogaigakushusogosenta,石川県七尾市能登島向田町五級６３－１,石川県,七尾市,能登島向田町五級,６３ー１,,37.12194051,136.9940151,41,0767-66-1778,1,1,1,1,1,1,1,,1,"屋内1,047人／屋外5,000人(面積の1/2)",,,,,
能登島武道館立野,ノトジマブドウカンタテノ,notojimabudokantateno,石川県七尾市能登島向田町五級６３－１,石川県,七尾市,能登島向田町五級,６３ー１,,37.12298819,136.9942345,46,0767-66-0150,1,1,1,1,1,1,1,,1,屋内280人／屋外0人(面積の1/2),,,,,
能登島小学校,ノトジマショウガッコウ,notojimashogakko,石川県七尾市能登島向田町ロ１５,石川県,七尾市,能登島向田町ロ,15,,37.12312104,136.9975073,26,0767-84-1110,1,1,1,1,1,1,1,,1,"屋内384人／屋外6,326人(面積の1/2)",,,,,
たくみの里第１・第２駐車場,タクミノサトダイイチ・ダイニチュウシャジョウ,takuminosatodaiichi・dainichushajo,石川県七尾市能登島向田町１２２－６,石川県,七尾市,能登島向田町,１２２ー６,,37.13807485,136.9974387,28,0767-84-1115,1,1,1,1,1,1,1,,,"屋内0人／屋外6,028人(面積の1/2)",,,,,
旧　西部小学校跡地,キュウ　セイブショウガッコウアトチ,kyu　seibushogakkoatochi,石川県七尾市能登島半浦町１５－１,石川県,七尾市,能登島半浦町,１５ー１,,36.9945304,137.0519353,5,0767-84-1115,1,1,1,1,1,1,1,,,屋内0人／屋外277人(面積の1/2),,,,,
能登島グラウンド,ノトジマグラウンド,notojimaguraundo,石川県七尾市能登島向田町馬付ケ谷内３１―１,石川県,七尾市,能登島向田町馬付ケ谷内３１―,1,,37.12263749,136.9967818,31,0767-84-1260,1,1,1,1,1,1,1,,,"屋内0人／屋外11,174人(面積の1/2)",,,,,
